iter	Logloss
365	0.2928191334
366	0.2927004058
367	0.2924792307
368	0.29234478
369	0.292204913
370	0.2919770216
371	0.2918824975
372	0.2917291049
373	0.2915098798
374	0.2913185723
375	0.29114989
376	0.290919832
377	0.2907243152
378	0.2905257343
379	0.2903943478
380	0.2902060735
381	0.290067754
382	0.2899666684
383	0.2898218182
384	0.2896490503
385	0.289475323
386	0.2893304728
387	0.2891946294
388	0.2891051813
389	0.2889550076
390	0.2888181118
391	0.2886298065
392	0.2884805614
393	0.2883088149
394	0.2881614577
395	0.2880089317
396	0.2878387637
397	0.2877379876
398	0.2876058892
399	0.2873641627
400	0.2872033419
401	0.2870835001
402	0.28697576
403	0.2868803384
404	0.286737531
405	0.2864936999
406	0.2864075636
407	0.2862642919
408	0.2861238677
409	0.2859698561
410	0.2858043926
411	0.2856336984
412	0.2854917577
413	0.2853670256
414	0.2852351129
415	0.2850590952
416	0.2849147712
417	0.2847903795
418	0.2845891678
419	0.2844567599
420	0.2843143548
421	0.2841775519
422	0.2840459797
423	0.2838722833
424	0.283750182
425	0.2836268117
426	0.283513841
427	0.283326
428	0.2831493943
429	0.2830307285
430	0.2828657912
431	0.2826789717
432	0.2825510826
433	0.2823828026
434	0.2822406761
435	0.2821299338
436	0.2819925119
437	0.2818248199
438	0.2817003355
439	0.2815605922
440	0.2814118732
441	0.2812695919
442	0.2811022404
443	0.2809330629
444	0.2807498336
445	0.2806545668
446	0.2804970886
447	0.2803051003
448	0.2801519862
449	0.2799890917
450	0.2798809493
451	0.2797373062
452	0.2795964177
453	0.2794661145
454	0.2793619338
455	0.2792359017
456	0.2790162123
457	0.2788822569
458	0.2787527274
459	0.2785932065
460	0.2784122985
461	0.2782947471
462	0.2781351643
463	0.2779976804
464	0.2778991328
465	0.2777840264
466	0.2776738103
467	0.2776051922
468	0.2774718248
469	0.2773068565
470	0.2772146538
471	0.2771414859
472	0.2769859577
473	0.2768329984
474	0.2766775011
475	0.2765829771
476	0.2764894435
477	0.2763987574
478	0.276299436
479	0.2762120307
480	0.2760640854
481	0.2759552311
482	0.275823628
483	0.2756681307
484	0.2755918677
485	0.2755055766
486	0.2753828873
487	0.275294801
488	0.2751755782
489	0.2750872753
490	0.2749390206
491	0.2747959036
492	0.2746704597
493	0.2745444277
494	0.2744807307
495	0.2744021774
496	0.2743127912
497	0.2741102486
498	0.274014146
499	0.2738191554
500	0.2736331096
501	0.273518777
502	0.2733930545
503	0.2732441188
504	0.273136905
505	0.273037305
506	0.2729167203
507	0.2728426858
508	0.2726881789
509	0.272555771
510	0.2724223727
511	0.2723608733
512	0.2722930908
513	0.2721633137
514	0.2720275012
515	0.2718661852
516	0.2717494075
517	0.2716441435
518	0.2715041836
519	0.2713852702
520	0.2711932509
521	0.2710960651
522	0.2709980127
523	0.2709003317
524	0.2707868657
525	0.2706983771
526	0.2705562197
527	0.2704888087
528	0.2704122361
529	0.2703001939
530	0.2701834472
531	0.2700769452
532	0.2699953896
533	0.2698145126
534	0.2697227122
535	0.2696279406
536	0.269507325
537	0.2693488255
538	0.269289895
539	0.269194721
540	0.2691036325
541	0.2690012469
542	0.2688982424
543	0.2688005614
544	0.2686685868
545	0.2685406977
546	0.2684564494
547	0.2682964333
548	0.2682281556
549	0.2680935811
550	0.2679026141
551	0.2678444574
552	0.2677694634
553	0.2676769202
554	0.2675676636
555	0.2674723968
556	0.2673230897
557	0.2671091571
558	0.2670201423
559	0.266866564
560	0.2667786635
561	0.2666278708
562	0.2665311802
563	0.266393294
564	0.2662615979
565	0.266175802
566	0.2660209547
567	0.2659302686
568	0.2657991916
569	0.2656797212
570	0.2655877351
571	0.2655245953
572	0.2654461658
573	0.2653700266
574	0.2652675482
575	0.2651513585
576	0.2650016491
577	0.2648836024
578	0.2647929163
579	0.2646378523
580	0.2645107679
581	0.2644050397
582	0.2643148488
583	0.2641806457
584	0.2640874836
585	0.2639786602
586	0.2638964547
587	0.2638031068
588	0.2636575138
589	0.2635073401
590	0.2634132494
591	0.2632744656
592	0.2631761346
593	0.2630165518
594	0.2629091213
595	0.2627723493
596	0.2625841988
597	0.2625006933
598	0.2623847513
599	0.2622403963
600	0.2621518768
601	0.2620154143
602	0.2618751139
603	0.2618153477
604	0.2617140455
605	0.2616138265
606	0.261471081
607	0.2613445847
608	0.261242942
609	0.2611006607
610	0.2610037225
611	0.2609609484
612	0.2608136841
613	0.2607539179
614	0.2606121938
615	0.2604930947
616	0.2603689507
617	0.2602898093
618	0.260131774
619	0.2600124893
620	0.2599221746
621	0.2598255459
622	0.2596539232
623	0.25960174
624	0.2594339862
625	0.2592440715
626	0.2590936812
627	0.2589770892
628	0.258900331
629	0.2588192241
630	0.2587261548
631	0.2586425874
632	0.2585379115
633	0.2584379246
634	0.2583093546
635	0.2581544609
636	0.2580300693
637	0.2579574894
638	0.2579015148
639	0.2577884821
640	0.2577076693
641	0.2576224925
642	0.2575603586
643	0.2574545065
644	0.2573465808
645	0.2572338731
646	0.2571529365
647	0.2570383873
648	0.2569622171
649	0.2569206656
650	0.2567913837
651	0.2567124899
652	0.2566677194
653	0.2565648077
654	0.256484289
655	0.2563820736
656	0.2562989395
657	0.2562444815
658	0.2561060536
659	0.2559598571
660	0.2557869499
661	0.2556885261
662	0.2555884309
663	0.2554609132
664	0.2553134632
665	0.2552475687
666	0.2551692011
667	0.2549879682
668	0.2548128016
669	0.2547278723
670	0.2546387802
671	0.2544684265
672	0.2543570807
673	0.2542856151
674	0.2541871603
675	0.2540961182
676	0.254012752
677	0.2539198529
678	0.2538491766
679	0.2537385736
680	0.2536182829
681	0.253502279
682	0.2533851608
683	0.2532688783
684	0.2531189212
685	0.2529677107
686	0.2528586397
687	0.2528000961
688	0.2526952036
689	0.2526054614
690	0.2525374159
691	0.2524331733
692	0.2523557961
693	0.2522696598
694	0.2521890946
695	0.2521206622
696	0.2519596247
697	0.25189828
698	0.2518123294
699	0.251758088
700	0.2516344856
701	0.2515219017
702	0.2514324382
703	0.2513002469
704	0.2511736423
705	0.2510908641
706	0.2510397178
707	0.2509301207
708	0.2507685261
709	0.2506629526
710	0.2505797411
711	0.2504679775
712	0.2503501165
713	0.2502765153
714	0.2501331972
715	0.2499956824
716	0.2498916564
717	0.2497998561
718	0.249722092
719	0.2495677244
720	0.2495188839
721	0.2494441375
722	0.2492773122
723	0.2492248659
724	0.2490894248
725	0.2489801682
726	0.2488542445
727	0.2487590859
728	0.2486828849
729	0.248572189
730	0.2484897358
731	0.2484104242
732	0.2482917894
733	0.2482238677
734	0.2481080804
735	0.2479813365
736	0.2478740607
737	0.2477707312
738	0.2476394684
739	0.2475255537
740	0.2474641316
741	0.2474093021
742	0.2473039298
743	0.2472027514
744	0.247105937
745	0.2469922544
746	0.2469298574
747	0.24681
748	0.246734681
749	0.2466635095
750	0.2465770172
751	0.2464779434
752	0.2464095574
753	0.2462698296
754	0.2461646275
755	0.2461184952
756	0.245991674
757	0.2458990225
758	0.2457416836
759	0.2456623255
760	0.245560853
761	0.2455076175
762	0.2454456538
763	0.2452911006
764	0.2451946576
765	0.245125668
766	0.2450552548
767	0.2449641353
768	0.2449219493
769	0.2448403937
770	0.2447438579
771	0.2445936532
772	0.2445018528
773	0.244429567
774	0.2443604692
775	0.2442008554
776	0.2440854705
777	0.2439433285
778	0.243800908
779	0.2436711309
780	0.2435763593
781	0.2434185562
782	0.2433197455
783	0.2431745858
784	0.243129707
785	0.2430441897
786	0.2429397614
787	0.2428073535
788	0.242730131
789	0.242640621
790	0.2425445495
791	0.2424659961
792	0.2423675878
793	0.2422165629
794	0.2420934402
795	0.2419819861
796	0.2418909286
797	0.2418445332
798	0.2417272603
799	0.2416427334
800	0.2415788198
801	0.2415045995
802	0.2414447715
803	0.2413715881
804	0.2412615422
805	0.2411174349
806	0.2410783129
807	0.2409508881
808	0.2408976526
809	0.2407884424
810	0.2407204278
811	0.2406048417
812	0.240528037
813	0.2404203899
814	0.2403184995
815	0.2402376867
816	0.2401704459
817	0.2401038551
818	0.239983549
819	0.2398826491
820	0.2398072218
821	0.2397606871
822	0.2396538601
823	0.2395724593
824	0.2394798542
825	0.2393770044
826	0.2392755938
827	0.2391685501
828	0.2390883254
829	0.2389678955
830	0.2388614709
831	0.2387996155
832	0.2387115293
833	0.2386429421
834	0.2385160899
835	0.2384262394
836	0.2383320095
837	0.238275586
838	0.2381836464
839	0.2381233386
840	0.2380452804
841	0.2379652414
842	0.2378502898
843	0.2377946556
844	0.2377094013
845	0.2376230019
846	0.2375349621
847	0.237457523
848	0.2373279626
849	0.2372654263
850	0.2371780055
851	0.2371091398
852	0.2370217809
853	0.2369254617
854	0.2368085447
855	0.2367433312
856	0.2366155969
857	0.2365074854
858	0.2364222776
859	0.2363379364
860	0.2362635614
861	0.2361679541
862	0.2360866152
863	0.236042603
864	0.2359542692
865	0.2358760253
866	0.2357997778
867	0.2356605143
868	0.2355771016
869	0.2354832431
870	0.2354078003
871	0.2353417356
872	0.2352814123
873	0.2352100396
874	0.2351399667
875	0.2350806339
876	0.2349845778
877	0.2348959344
878	0.2348274401
879	0.2347212786
880	0.2346500296
881	0.2345650075
882	0.2344694776
883	0.2344294117
884	0.2343275523
885	0.2341987811
886	0.2341233693
887	0.2340399257
888	0.2339858545
889	0.233890371
890	0.2338237337
891	0.2337170305
892	0.2335821001
893	0.2335124606
894	0.2334321275
895	0.2333554158
896	0.2332786111
897	0.2332214448
898	0.2331307587
899	0.2330694914
900	0.2329884311
901	0.2328690844
902	0.2327739259
903	0.2326955118
904	0.2326206726
905	0.2325821851
906	0.2324626837
907	0.2323528855
908	0.2322753225
909	0.2322016285
910	0.2321287082
911	0.2320581092
912	0.2319467479
913	0.2318737966
914	0.23172483
915	0.2316496658
916	0.2315924221
917	0.2315069976
918	0.2314496921
919	0.2314214803
920	0.2313458209
921	0.2312543765
922	0.2311997946
923	0.231117883
924	0.2310263767
925	0.2309719496
926	0.2308983174
927	0.2308450664
928	0.2307985317
929	0.2307032958
930	0.2306382526
931	0.2305105337
932	0.230452671
933	0.2303920846
934	0.2303596791
935	0.230295456
936	0.230255127
937	0.2301866636
938	0.2301183395
939	0.2299704871
940	0.2298792593
941	0.2298039249
942	0.2297497918
943	0.2296745347
944	0.2295555904
945	0.229481169
946	0.2294002788
947	0.2293073333
948	0.2292313489
949	0.2291678067
950	0.2290725863
951	0.2290147236
952	0.2289419735
953	0.2288877785
954	0.2288385666
955	0.2287268494
956	0.2286412701
957	0.2285761959
958	0.2285120966
959	0.2284264864
960	0.2283364193
961	0.2282276579
962	0.2281189274
963	0.2280443667
964	0.2279183347
965	0.2278486643
966	0.227790554
967	0.2277296271
968	0.2276096305
969	0.227489247
970	0.2274127983
971	0.227356932
972	0.2272193398
973	0.2271629163
974	0.2270741182
975	0.2269678019
976	0.2268740207
977	0.2268261552
978	0.2267567168
979	0.2266653034
980	0.2265459413
981	0.2264066623
982	0.2263135775
983	0.2262092575
984	0.226140237
985	0.2260785519
986	0.2260025365
987	0.2258956012
988	0.2258529508
989	0.2257542175
990	0.2256734047
991	0.2255923908
992	0.225506208
993	0.2254415516
994	0.225393423
995	0.2253311033
996	0.2252662458
997	0.2252180552
998	0.2251606258
999	0.2251191362
